invoice_line_id,invoice_id,invoice_date,airline_code,movement_id,charge_type,quantity,unit_rate,amount_billed,currency
BL00569,INV-202602-GA,2026-02-28,GA,MOV00197,AEROBRIDGE,1,120.00,120.00,MYR
BL00570,INV-202602-GA,2026-02-28,GA,MOV00197,PSC,191,11.00,2101.00,MYR
BL00571,INV-202605-TG,2026-05-31,TG,MOV00198,LANDING,97,13.50,1309.50,MYR
BL00572,INV-202605-TG,2026-05-31,TG,MOV00198,PARKING,9,8.00,72.00,MYR
BL00573,INV-202605-TG,2026-05-31,TG,MOV00198,PSC,212,35.00,7420.00,MYR
BL00574,INV-202604-QC,2026-04-30,QC,MOV00199,LANDING,347,13.50,4684.50,MYR
BL00575,INV-202604-QC,2026-04-30,QC,MOV00199,PARKING,1,8.00,8.00,MYR
BL00576,INV-202604-QC,2026-04-30,QC,MOV00199,AEROBRIDGE,2,120.00,240.00,MYR
BL00577,INV-202604-FX,2026-04-30,FX,MOV00200,LANDING,412,13.50,5562.00,MYR
BL00578,INV-202604-FX,2026-04-30,FX,MOV00200,PARKING,82,8.00,656.00,MYR
BL00580,INV-202603-VN,2026-03-31,VN,MOV00201,PARKING,132,8.00,1056.00,MYR
BL00581,INV-202603-VN,2026-03-31,VN,MOV00201,PSC,147,11.00,1617.00,MYR
BL00582,INV-202602-GA,2026-02-28,GA,MOV00202,LANDING,51,12.00,612.01,MYR
BL00583,INV-202602-GA,2026-02-28,GA,MOV00202,PARKING,79,8.00,632.00,MYR
BL00584,INV-202602-GA,2026-02-28,GA,MOV00202,AEROBRIDGE,21,120.00,2520.00,MYR
BL00585,INV-202602-GA,2026-02-28,GA,MOV00202,PSC,62,11.00,682.00,MYR
BL00586,INV-202606-VN,2026-06-30,VN,MOV00203,LANDING,228,13.50,3078.00,MYR
BL00587,INV-202606-VN,2026-06-30,VN,MOV00203,PARKING,2,8.00,16.00,MYR
BL00588,INV-202606-VN,2026-06-30,VN,MOV00203,AEROBRIDGE,2,120.00,240.00,MYR
BL00589,INV-202606-VN,2026-06-30,VN,MOV00203,PSC,180,35.00,6300.00,MYR
BL00590,INV-202605-QC,2026-05-31,QC,MOV00204,LANDING,172,13.50,2322.00,MYR
BL00591,INV-202605-QC,2026-05-31,QC,MOV00204,PARKING,80,8.00,640.00,MYR
BL00592,INV-202605-QC,2026-05-31,QC,MOV00204,AEROBRIDGE,21,120.00,2520.00,MYR
BL00593,INV-202601-CX,2026-01-31,CX,MOV00205,LANDING,79,12.00,948.00,MYR
BL00594,INV-202601-CX,2026-01-31,CX,MOV00205,PARKING,8,8.00,64.00,MYR
BL00595,INV-202601-CX,2026-01-31,CX,MOV00205,AEROBRIDGE,3,120.00,360.00,MYR
BL00596,INV-202601-CX,2026-01-31,CX,MOV00205,PSC,122,11.00,1342.00,MYR
BL00597,INV-202602-SW,2026-02-28,SW,MOV00206,LANDING,228,12.00,2736.00,MYR
BL00598,INV-202602-SW,2026-02-28,SW,MOV00206,PARKING,2,8.00,16.00,MYR
BL00599,INV-202602-SW,2026-02-28,SW,MOV00206,AEROBRIDGE,2,120.00,240.00,MYR
BL00600,INV-202602-SW,2026-02-28,SW,MOV00206,PSC,170,35.00,5950.00,MYR
BL00601,INV-202601-FX,2026-01-31,FX,MOV00207,LANDING,347,12.00,4164.00,MYR
BL00602,INV-202601-FX,2026-01-31,FX,MOV00207,PARKING,2,8.00,16.00,MYR
BL00603,INV-202601-FX,2026-01-31,FX,MOV00207,AEROBRIDGE,2,120.00,240.00,MYR
BL00604,INV-202605-KP,2026-05-31,KP,MOV00208,LANDING,93,13.50,1255.50,MYR
BL00605,INV-202605-KP,2026-05-31,KP,MOV00208,PARKING,6,8.00,48.00,MYR
BL00606,INV-202605-KP,2026-05-31,KP,MOV00208,AEROBRIDGE,3,120.00,360.00,MYR
BL00607,INV-202605-KP,2026-05-31,KP,MOV00208,PSC,143,35.00,5005.00,MYR
BL00608,INV-202603-TG,2026-03-31,TG,MOV00209,LANDING,97,12.00,1164.00,MYR
BL00609,INV-202603-TG,2026-03-31,TG,MOV00209,PARKING,1,8.00,8.00,MYR
BL00610,INV-202603-TG,2026-03-31,TG,MOV00209,AEROBRIDGE,2,120.00,240.00,MYR
BL00611,INV-202603-TG,2026-03-31,TG,MOV00209,PSC,143,35.00,5005.00,MYR
BL00612,INV-202601-VN,2026-01-31,VN,MOV00210,LANDING,351,12.00,4212.00,MYR
BL00613,INV-202601-VN,2026-01-31,VN,MOV00210,AEROBRIDGE,1,120.00,120.00,MYR
BL00614,INV-202601-VN,2026-01-31,VN,MOV00210,PSC,186,35.00,6510.00,MYR
BL00615,INV-202604-CX,2026-04-30,CX,MOV00211,LANDING,228,13.50,3078.00,MYR
BL00616,INV-202604-CX,2026-04-30,CX,MOV00211,PSC,138,11.00,1518.00,MYR
BL00617,INV-202602-FX,2026-02-28,FX,MOV00212,LANDING,412,12.00,4944.00,MYR
BL00618,INV-202602-KP,2026-02-28,KP,MOV00213,LANDING,280,12.00,3360.00,MYR
BL00620,INV-202602-KP,2026-02-28,KP,MOV00213,AEROBRIDGE,4,120.00,480.00,MYR
BL00621,INV-202602-KP,2026-02-28,KP,MOV00213,PSC,263,11.00,2893.00,MYR
BL00622,INV-202605-ML,2026-05-31,ML,MOV00214,LANDING,280,13.50,3780.00,MYR
BL00623,INV-202605-ML,2026-05-31,ML,MOV00214,PARKING,68,8.00,544.00,MYR
BL00624,INV-202605-ML,2026-05-31,ML,MOV00214,AEROBRIDGE,18,120.00,2160.00,MYR
BL00625,INV-202605-ML,2026-05-31,ML,MOV00214,PSC,178,11.00,1958.00,MYR
BL00626,INV-202606-QC,2026-06-30,QC,MOV00215,LANDING,63,13.50,850.50,MYR
BL00627,INV-202606-QC,2026-06-30,QC,MOV00215,PARKING,2,8.00,16.00,MYR
BL00628,INV-202606-QC,2026-06-30,QC,MOV00215,AEROBRIDGE,2,120.00,240.00,MYR
BL00629,INV-202604-KP,2026-04-30,KP,MOV00216,LANDING,51,13.50,688.50,MYR
BL00630,INV-202606-GA,2026-06-30,GA,MOV00217,LANDING,51,13.50,688.50,MYR
BL00631,INV-202606-GA,2026-06-30,GA,MOV00217,PARKING,7,8.00,56.00,MYR
BL00632,INV-202606-GA,2026-06-30,GA,MOV00217,AEROBRIDGE,3,120.00,360.00,MYR
BL00633,INV-202606-GA,2026-06-30,GA,MOV00217,PSC,85,35.00,2975.00,MYR
BL00634,INV-202606-TG,2026-06-30,TG,MOV00218,LANDING,280,13.50,3780.00,MYR
BL00635,INV-202606-TG,2026-06-30,TG,MOV00218,PARKING,36,8.00,288.00,MYR
BL00636,INV-202606-TG,2026-06-30,TG,MOV00218,PSC,164,35.00,5740.00,MYR
BL00637,INV-202606-RJ,2026-06-30,RJ,MOV00219,LANDING,351,13.50,4738.50,MYR
BL00638,INV-202606-RJ,2026-06-30,RJ,MOV00219,PARKING,2,8.00,16.00,MYR
BL00639,INV-202606-RJ,2026-06-30,RJ,MOV00219,AEROBRIDGE,2,120.00,240.00,MYR
BL00640,INV-202606-RJ,2026-06-30,RJ,MOV00219,PSC,190,35.00,6650.00,MYR
BL00641,INV-202603-GA,2026-03-31,GA,MOV00220,LANDING,51,12.00,612.00,MYR
BL00642,INV-202603-GA,2026-03-31,GA,MOV00220,PARKING,1,8.00,8.00,MYR
BL00643,INV-202603-GA,2026-03-31,GA,MOV00220,AEROBRIDGE,2,120.00,240.00,MYR
BL00644,INV-202603-GA,2026-03-31,GA,MOV00220,PSC,70,35.00,2450.00,MYR
BL00645,INV-202605-TG,2026-05-31,TG,MOV00221,LANDING,78,13.50,1053.00,MYR
BL00646,INV-202605-TG,2026-05-31,TG,MOV00221,AEROBRIDGE,1,120.00,120.00,MYR
BL00647,INV-202605-TG,2026-05-31,TG,MOV00221,PSC,151,35.00,5285.00,MYR
BL00648,INV-202606-ML,2026-06-30,ML,MOV00223,LANDING,279,13.50,3766.50,MYR
BL00649,INV-202606-ML,2026-06-30,ML,MOV00223,PSC,245,35.00,8575.00,MYR
BL00650,INV-202603-CQ,2026-03-31,CQ,MOV00224,LANDING,97,12.00,1164.00,MYR
BL00651,INV-202603-CQ,2026-03-31,CQ,MOV00224,PARKING,6,8.00,48.00,MYR
BL00652,INV-202603-CQ,2026-03-31,CQ,MOV00224,PSC,184,11.00,2024.00,MYR
BL00653,INV-202602-SW,2026-02-28,SW,MOV00225,LANDING,97,12.00,1164.00,MYR
BL00654,INV-202602-SW,2026-02-28,SW,MOV00225,PSC,133,35.00,4655.00,MYR
BL00655,INV-202603-TG,2026-03-31,TG,MOV00226,LANDING,93,12.00,1116.00,MYR
BL00656,INV-202603-TG,2026-03-31,TG,MOV00226,PARKING,1,8.00,8.00,MYR
BL00657,INV-202603-TG,2026-03-31,TG,MOV00226,PSC,152,11.00,1672.00,MYR
BL00658,INV-202606-ML,2026-06-30,ML,MOV00227,LANDING,51,13.50,688.50,MYR
BL00659,INV-202606-ML,2026-06-30,ML,MOV00227,PARKING,2,8.00,16.00,MYR
BL00660,INV-202606-ML,2026-06-30,ML,MOV00227,PSC,66,11.00,726.00,MYR
BL00661,INV-202602-RJ,2026-02-28,RJ,MOV00229,LANDING,280,12.00,3360.00,MYR
BL00662,INV-202602-RJ,2026-02-28,RJ,MOV00229,PSC,160,35.00,5600.00,MYR
BL00663,INV-202601-ML,2026-01-31,ML,MOV00230,LANDING,242,12.00,2904.00,MYR
BL00664,INV-202601-ML,2026-01-31,ML,MOV00230,PARKING,7,8.00,56.00,MYR
BL00665,INV-202601-ML,2026-01-31,ML,MOV00230,PSC,229,35.00,8015.00,MYR
BL00666,INV-202606-KP,2026-06-30,KP,MOV00231,LANDING,97,13.50,1309.50,MYR
BL00667,INV-202606-KP,2026-06-30,KP,MOV00231,PARKING,1,8.00,8.00,MYR
BL00668,INV-202606-KP,2026-06-30,KP,MOV00231,PSC,133,11.00,1463.00,MYR
BL00669,INV-202605-QC,2026-05-31,QC,MOV00232,LANDING,412,13.50,5562.00,MYR
BL00670,INV-202605-QC,2026-05-31,QC,MOV00232,PARKING,153,8.00,1224.00,MYR
BL00671,INV-202605-VN,2026-05-31,VN,MOV00233,LANDING,280,13.50,3780.00,MYR
BL00672,INV-202603-VN,2026-03-31,VN,MOV00234,LANDING,23,12.00,276.00,MYR
BL00673,INV-202603-VN,2026-03-31,VN,MOV00234,PSC,51,11.00,561.00,MYR
BL00674,INV-202604-QC,2026-04-30,QC,MOV00235,LANDING,172,13.50,2322.00,MYR
BL00675,INV-202604-QC,2026-04-30,QC,MOV00235,PARKING,123,8.00,984.00,MYR
BL00676,INV-202604-GA,2026-04-30,GA,MOV00236,LANDING,78,13.50,1053.00,MYR
BL00677,INV-202604-GA,2026-04-30,GA,MOV00236,PARKING,6,8.00,48.00,MYR
BL00678,INV-202604-GA,2026-04-30,GA,MOV00236,AEROBRIDGE,3,120.00,360.00,MYR
BL00679,INV-202604-GA,2026-04-30,GA,MOV00236,PSC,153,11.00,1683.00,MYR
BL00680,INV-202602-GA,2026-02-28,GA,MOV00237,LANDING,97,14.40,1396.80,MYR
BL00681,INV-202602-GA,2026-02-28,GA,MOV00237,PSC,208,35.00,7280.00,MYR
BL00682,INV-202602-GA,2026-02-28,GA,MOV00238,LANDING,51,12.00,612.00,MYR
BL00683,INV-202602-GA,2026-02-28,GA,MOV00238,PARKING,11,8.00,88.00,MYR
BL00684,INV-202602-GA,2026-02-28,GA,MOV00238,PSC,77,11.00,847.00,MYR
BL00685,INV-202601-BN,2026-01-31,BN,MOV00239,LANDING,351,12.00,4212.00,MYR
BL00686,INV-202601-BN,2026-01-31,BN,MOV00239,PARKING,16,8.00,128.00,MYR
BL00687,INV-202601-BN,2026-01-31,BN,MOV00239,PSC,214,11.00,2354.00,MYR
BL00688,INV-202602-CX,2026-02-28,CX,MOV00240,LANDING,79,12.00,948.00,MYR
BL00689,INV-202602-CX,2026-02-28,CX,MOV00240,PARKING,2,8.00,16.00,MYR
BL00690,INV-202602-CX,2026-02-28,CX,MOV00240,AEROBRIDGE,2,120.00,240.00,MYR
BL00691,INV-202602-CX,2026-02-28,CX,MOV00240,PSC,147,35.00,5145.00,MYR
BL00692,INV-202605-CQ,2026-05-31,CQ,MOV00120,LANDING,93,13.50,1255.50,MYR
BL00693,INV-202606-ML,2026-06-30,ML,MOV00227,LANDING,51,13.50,688.50,MYR
BL00694,INV-202606-TG,2026-06-30,TG,MOV00218,LANDING,280,13.50,3780.00,MYR
BL00695,INV-202605-RJ,2026-05-31,RJ,MOV00145,LANDING,23,13.50,310.50,MYR
BL00696,INV-202604-KP,2026-04-30,KP,MOV00186,LANDING,242,13.50,3267.00,MYR
BL00697,INV-202601-BN,2026-01-31,BN,MOV00051,LANDING,280,12.00,3360.00,MYR
BL00698,INV-202603-ML,2026-03-31,ML,MOV00181,LANDING,280,12.00,3360.00,MYR
BL00699,INV-202605-ML,2026-05-31,ML,MOV00101,LANDING,23,13.50,310.50,MYR
BL00700,INV-202603-GA,2026-03-31,GA,MOV98739,PARKING,4,8.00,32.00,MYR
BL00701,INV-202601-VN,2026-01-31,VN,MOV94862,PARKING,8,8.00,64.00,MYR
BL00702,INV-202605-FX,2026-05-31,FX,MOV91226,LANDING,242,13.50,3267.00,MYR
BL00703,INV-202606-QC,2026-06-30,QC,MOV94557,LANDING,242,13.50,3267.00,MYR
BL00704,INV-202601-FX,2026-01-31,FX,MOV91898,PARKING,4,8.00,32.00,MYR
BL00705,INV-202606-CX,2026-06-30,CX,MOV97501,LANDING,242,13.50,3267.00,MYR
BL00706,INV-202603-CQ,2026-03-31,CQ,MOV95379,PSC,180,35.00,6300.00,MYR
BL00707,INV-202601-QC,2026-01-31,QC,MOV91343,PARKING,4,8.00,32.00,MYR
BL00708,INV-202601-SW,2026-01-31,SW,MOV91908,PSC,220,35.00,7700.00,MYR
BL00709,INV-202605-FX,2026-05-31,FX,MOV96264,PSC,220,35.00,7700.00,MYR
BL00710,INV-202601-QC,2026-01-31,QC,MOV00228,LANDING,63,12.00,756.00,MYR
BL00711,INV-202604-BN,2026-04-30,BN,MOV00089,LANDING,242,13.50,3267.00,MYR
BL00712,INV-202605-KP,2026-05-31,KP,MOV00053,LANDING,242,13.50,3267.00,MYR
BL00713,INV-202601-SW,2026-01-31,SW,MOV00038,LANDING,78,12.00,936.00,MYR
BL00714,INV-202601-RJ,2026-01-31,RJ,MOV00158,LANDING,23,12.00,276.00,MYR
BL00715,INV-202602-FX,2026-02-28,FX,MOV00118,LANDING,412,12.00,4944.00,MYR
BL00716,INV-202602-SW,2026-02-28,SW,MOV00225,AEROBRIDGE,1,120.00,120.00,MYR
BL00717,INV-202605-QC,2026-05-31,QC,MOV00232,AEROBRIDGE,40,120.00,4800.00,MYR
BL00718,INV-202603-RJ,2026-03-31,RJ,MOV00113,AEROBRIDGE,2,120.00,240.00,MYR
BL00719,INV-202602-VN,2026-02-28,VN,MOV00147,AEROBRIDGE,5,120.00,600.00,MYR
BL00720,INV-202605-FX,2026-05-31,FX,MOV00126,AEROBRIDGE,2,120.00,240.00,MYR
BL00721,INV-202602-FX,2026-02-28,FX,MOV00074,AEROBRIDGE,5,120.00,600.00,MYR
BL00722,INV-202601-BN,2026-01-31,BN,MOV00141,PARKING,6,8.00,48.00,MYR
BL00723,INV-202606-FX,2026-06-30,FX,MOV00108,PARKING,2,8.00,16.00,MYR
BL00724,INV-202604-KP,2026-04-30,KP,MOV00216,PARKING,4,8.00,32.00,MYR
BL00725,INV-202603-KP,2026-03-31,KP,MOV00040,PSC,150,11.00,1650.00,MYR
BL00726,INV-202603-GA,2026-03-31,GA,MOV00059,PSC,149,35.00,5215.00,MYR
